time,value
1991-07-01,1464.40094747182
1991-10-01,1463.29392829322
1992-01-01,1484.6303395873
1992-04-01,1459.37010947708
1992-07-01,1376.09397194998
1992-10-01,1330.28790416833
1993-01-01,1332.9150277558
1993-04-01,1333.43101119831
1993-07-01,1341.03486028629
1993-10-01,1355.96638735232
1994-01-01,1351.73467855313
1994-04-01,1346.49623003521
1994-07-01,1372.1651086069
1994-10-01,1362.99928396854
1995-01-01,1318.54540576195
1995-04-01,1326.39962076595
1995-07-01,1383.19509639013
1995-10-01,1432.77455978782
1996-01-01,1462.43011041266
1996-04-01,1478.62960349695
1996-07-01,1454.66215354862
1996-10-01,1449.60450731318
1997-01-01,1529.7153631699
1997-04-01,1633.34119145422
1997-07-01,1644.62913363372
1997-10-01,1652.92725487143
1998-01-01,1692.04147986174
1998-04-01,1713.45469365599
1998-07-01,1761.24103463425
1998-10-01,1777.9234970864
1999-01-01,1696.28004203493
1999-04-01,1610.11531800859
1999-07-01,1601.53233726054
1999-10-01,1645.16306621195
2000-01-01,1698.76297056813
2000-04-01,1711.81028240032
2000-07-01,1745.69344708469
2000-10-01,1834.41213935948
2001-01-01,1896.2827148044
2001-04-01,1911.70342183728
2001-07-01,1884.77980535401
2001-10-01,1841.26826877866
2002-01-01,1898.0808185685
2002-04-01,2060.35704965234
2002-07-01,2176.35827919642
2002-10-01,2175.50526059736
2003-01-01,2118.49533260944
2003-04-01,2039.6216156351
2003-07-01,1976.81009142711
2003-10-01,1958.13174890156
2004-01-01,1963.7884959139
2004-04-01,1996.98181041627
2004-07-01,2076.48861013858
2004-10-01,2133.21413263434
2005-01-01,2137.20863756389
2005-04-01,2124.27086665193
2005-07-01,2093.14529531827
2005-10-01,2087.19138231317
2006-01-01,2141.34531192447
2006-04-01,2191.68239418264
2006-07-01,2195.94893651103
2006-10-01,2205.25263272517
2007-01-01,2210.42026287201
2007-04-01,2196.65848011805
2007-07-01,2191.4710221927
2007-10-01,2161.95194349579
2008-01-01,2103.73787657741
2008-04-01,2099.89784551349
2008-07-01,2134.50618370248
2008-10-01,2176.6229452874
2009-01-01,2239.84960173768
2009-04-01,2296.55767842347
2009-07-01,2326.93413206728
2009-10-01,2380.70485003947
2010-01-01,2415.67980086544
2010-04-01,2384.13901590997
2010-07-01,2341.75001842716
2010-10-01,2329.82793410625
2011-01-01,2297.03196473647
2011-04-01,2236.89229165094
2011-07-01,2181.47376830417
2011-10-01,2119.64189280896
2012-01-01,2127.67721539509
2012-04-01,2223.76107403293
2012-07-01,2315.68673119864
2012-10-01,2321.27093475696
2013-01-01,2300.97621754116
2013-04-01,2298.34501194697
2013-07-01,2282.69192527062
2013-10-01,2292.17867144349
2014-01-01,2313.42224517239
2014-04-01,2319.06961614631
2014-07-01,2366.97659038916
2014-10-01,2427.6671843998
2015-01-01,2462.42592748716
2015-04-01,2464.47970250246
2015-07-01,2448.69057634816
2015-10-01,2462.74296564729
2016-01-01,2470.56621971428
2016-04-01,2412.04657641336
2016-07-01,2404.83923390045
2016-10-01,2412.73127201515
2017-01-01,2361.53680163035
2017-04-01,2322.37282387432
2017-07-01,2292.14577983731
2017-10-01,2263.4767140413
2018-01-01,2285.19863362098
2018-04-01,2329.73280127642
2018-07-01,2328.69332426356
2018-10-01,2309.86836490979
2019-01-01,2324.19797657466
2019-04-01,2395.40004696006
2019-07-01,2478.55185277853
2019-10-01,2520.91641666259
2020-01-01,2496.85897860456
2020-04-01,2495.26511651491
2020-07-01,2569.93092510482
2020-10-01,2677.68350981239
2021-01-01,2728.87075585105
2021-04-01,2652.86897732852
2021-07-01,2490.32192325459
2021-10-01,2371.5135979939
2022-01-01,2409.66455698027
2022-04-01,2527.40316023365
2022-07-01,2613.69744082527
